no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,label_avg_price_per_room,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Canceled,booking_status_Not_Canceled
3,0,2,2,0,3,0,0,0,1,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2,0,1,1,0,197,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,143,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,2,1,0,23,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,8,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,0,0,2,0,13,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,2,0,280,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,1,1,0,0,11,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,317,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,185,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,0,160,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,4,0,104,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,1,0,1,0,11,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,1,0,2,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,4,0,14,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,22,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,1,2,5,0,37,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,292,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,3,0,11,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,3,0,86,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,109,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,1,0,72,0,0,0,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,1,5,0,196,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,2,0,56,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,1,3,0,189,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,4,0,126,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,2,3,0,303,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,2,2,0,81,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,1,2,0,54,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,1,0,15,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,4,0,86,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,161,0,0,0,0,3,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,4,10,0,147,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,92,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,1,0,87,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2,0,2,1,0,109,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,4,0,127,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,2,0,418,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,4,0,156,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,80,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,2,0,211,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,273,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,1,0,58,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,3,0,433,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,0,111,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,3,0,34,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,4,0,17,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,0,0,4,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,3,0,6,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,1,0,32,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,1,0,4,0,0,0,2,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,2,1,0,195,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,2,0,119,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,1,1,0,13,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,59,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,1,2,5,0,78,0,0,0,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,0,3,0,335,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,5,0,103,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,0,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,118,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,5,0,56,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,107,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,3,0,70,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,76,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,2,2,2,0,144,0,0,0,1,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
1,2,2,2,0,4,0,0,0,2,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2,1,0,2,0,15,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,1,2,0,32,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
3,0,1,1,0,49,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,1,1,3,0,77,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,22,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,0,0,0,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,1,0,1,1,58,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,6,0,4,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,117,0,0,0,0,2,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
2,0,1,3,0,36,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,2,0,35,0,0,0,2,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,0,0,31,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,4,0,79,0,0,0,0,3,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,2,0,1,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,21,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,12,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,1,0,0,33,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,164,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,3,1,78,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,4,0,18,0,0,0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,21,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,1,3,0,0,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,2,1,0,152,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,2,3,0,43,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,4,0,177,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,1,0,47,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
3,0,0,3,0,57,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,2,4,0,60,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,0,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,102,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,3,0,71,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,2,3,0,111,0,0,0,1,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3,0,1,1,0,1,0,0,0,3,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,1,1,0,4,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,3,0,25,0,0,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,2,2,0,209,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,2,1,0,93,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,5,0,53,0,0,0,2,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,1,1,0,1,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,2,1,0,4,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,3,0,302,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,2,0,122,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,1,0,16,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,2,4,0,28,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,161,0,0,0,0,3,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
3,0,0,2,0,57,0,0,0,2,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,1,0,0,19,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,2,4,0,109,0,0,0,4,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,239,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,2,1,0,33,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,3,0,11,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,2,5,0,40,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3,0,1,1,0,45,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2,0,1,3,0,41,0,0,0,0,3,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,4,0,167,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,4,0,62,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,1,4,0,113,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,2,1,1,0,0,0,0,3,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,2,2,2,0,84,0,0,0,1,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
0,2,2,2,0,68,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,1,0,9,1,0,3,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3,0,1,2,0,245,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,0,80,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,1,0,7,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,1,1,1,0,128,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,1,0,100,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,1,0,118,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,3,0,166,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,1,0,41,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,2,0,174,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,1,2,1,0,27,0,0,0,3,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,6,0,2,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,3,0,37,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,2,0,188,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,1,0,68,1,1,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,2,0,189,0,0,0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,1,0,0,10,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,2,1,0,19,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,61,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,4,0,95,0,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2,0,0,1,0,83,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,3,0,37,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,0,0,19,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,2,0,2,0,22,0,0,0,2,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2,0,2,1,0,22,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,5,0,151,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,1,0,26,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
3,0,1,0,0,27,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,0,2,0,79,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,1,0,247,0,0,0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,3,0,189,0,0,0,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,320,0,0,0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
3,0,1,2,0,27,0,0,0,2,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,1,0,0,51,1,0,3,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,0,2,0,245,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,1,1,2,0,52,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,2,0,0,13,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,46,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
3,0,2,1,0,84,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,0,0,2,0,188,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,3,0,19,1,1,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,2,0,67,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
