no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,label_avg_price_per_room,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Canceled,booking_status_Not_Canceled
2,0,0,1,0,0,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,273,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,1,0,110,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,1,0,0,1,0,1,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,1,2,0,32,0,0,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2,0,2,1,0,282,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,2,0,38,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,1,0,175,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,3,0,143,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,2,2,0,127,0,0,0,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,0,1,0,0,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,1,2,5,0,95,0,0,0,3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,1,2,0,118,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,3,0,45,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
3,0,1,1,0,69,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,57,0,0,0,3,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,5,1,0,4,4,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,2,0,39,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,1,0,0,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,1,1,0,89,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,0,4,0,85,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,1,1,4,1,0,3,1,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,2,6,0,11,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,1,1,0,12,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,2,0,77,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,1,1,1,0,14,0,0,0,1,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1,0,2,1,0,1,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,0,133,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,2,0,3,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,0,0,19,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,2,0,86,0,0,0,3,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2,0,0,2,0,23,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,65,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,1,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,66,0,0,0,2,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3,0,1,4,0,50,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,3,0,87,0,0,0,0,3,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,1,0,159,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,3,0,39,0,0,0,2,3,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,0,0,386,0,0,0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,2,0,5,0,22,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2,0,2,2,0,102,0,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
4,0,0,3,0,86,0,0,0,1,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2,0,2,2,0,56,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,6,0,36,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,3,0,50,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,115,0,0,0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,0,0,1,0,0,1,0,12,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,1,3,0,35,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,1,0,17,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,4,11,0,237,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,0,4,0,125,0,0,0,2,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,2,2,2,0,32,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2,0,2,0,0,5,0,0,0,0,3,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,1,0,91,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,2,0,102,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
3,0,2,1,0,9,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3,0,1,3,0,155,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,2,0,1,0,0,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
1,0,0,3,0,11,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,1,0,0,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,1,1,4,0,86,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,1,1,18,1,3,19,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,0,2,0,58,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,1,0,54,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
2,1,2,3,0,25,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,2,0,107,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,4,0,100,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,2,0,273,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,1,0,29,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,221,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,2,0,213,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,198,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,81,0,0,0,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,23,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,3,0,26,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,1,0,20,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,1,1,3,0,124,0,0,0,2,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
3,0,0,3,0,85,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,0,1,0,167,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,0,71,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,48,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,1,0,37,0,0,0,0,3,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,2,2,0,76,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,0,0,1,0,13,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,1,0,0,3,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2,0,1,2,0,75,0,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0,0,1,0,5,1,0,1,1,2,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,2,0,0,386,0,0,0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,1,0,180,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,3,0,122,0,0,0,2,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,2,0,224,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,2,0,24,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,2,2,0,162,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
3,0,1,1,0,25,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,0,0,1,0,1,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,4,0,236,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,3,0,120,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,1,12,0,0,0,1,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,2,4,0,224,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,4,0,33,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,2,0,24,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,1,0,22,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,0,3,0,10,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,15,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,5,0,230,0,0,0,0,3,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,4,0,54,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,1,0,45,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3,0,1,3,0,63,0,0,0,2,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,2,1,0,166,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,4,0,148,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,1,0,136,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,3,0,37,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,4,0,66,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,1,0,11,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,1,1,1,1,0,3,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,2,2,0,7,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,43,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,3,5,0,5,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,0,1,1,0,247,0,0,0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,1,0,24,0,0,0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,1,0,53,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,1,0,52,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,56,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,1,0,12,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,5,0,230,0,0,0,1,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,1,1,3,0,92,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,3,0,2,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,2,0,74,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,1,0,82,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,3,0,37,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,2,0,147,0,0,0,2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,0,1,0,2,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,0,2,6,0,166,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,1,28,0,0,0,2,3,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,2,0,309,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,1,54,0,0,0,0,3,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,3,1,49,0,0,0,2,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,1,0,1,1,1,0,0,0,2,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,1,0,0,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,1,0,4,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,4,0,60,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,157,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,2,3,0,268,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,1,1,0,38,0,0,0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2,2,2,1,0,30,0,0,0,0,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
2,0,0,1,1,2,0,0,0,2,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,3,7,0,217,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,3,0,143,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,0,3,0,179,0,0,0,2,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,188,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
3,0,2,2,0,94,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,32,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
3,0,2,2,0,2,0,0,0,2,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2,0,0,3,0,70,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,0,0,4,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,0,0,34,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2,2,0,1,0,16,0,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
2,0,1,3,0,24,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,2,2,0,78,0,0,0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,2,0,305,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,3,0,37,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2,0,2,5,0,98,0,0,0,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,1,3,0,14,0,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,0,2,0,44,0,0,0,2,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
1,0,2,1,0,1,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2,0,0,3,0,213,0,0,0,0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,1,1,0,5,0,0,0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,0,0,1,0,55,0,0,0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
